"","","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Shooting","Shooting","Shooting"
"Starters","Tm","MP","FG","FGA","3P","3PA","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","FG%","3P%","FT%"
"Karl Malone","UTA","31:00","6","11","0","0","4","6","4","7","11","4","1","1","3","1","16",".545","",".667"
"Magic Johnson","LAL","28:00","7","16","2","5","0","0","1","3","4","3","0","0","3","1","16",".438",".400",""
"Chris Mullin","GSW","24:00","4","8","1","1","4","4","0","2","2","2","2","0","2","2","13",".500","1.000","1.000"
"Kevin Johnson","PHO","23:00","2","5","0","0","1","2","1","1","2","7","3","1","3","2","5",".400","",".500"
"David Robinson","SAS","18:00","6","13","0","0","4","5","3","3","6","0","2","3","2","5","16",".462","",".800"
"","","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Shooting","Shooting","Shooting"
"Reserves","Tm","MP","FG","FGA","3P","3PA","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","FG%","3P%","FT%"
"James Worthy","LAL","21:00","3","11","0","0","3","4","0","2","2","0","2","1","0","2","9",".273","",".750"
"Clyde Drexler","POR","19:00","4","9","0","0","4","4","2","2","4","2","1","1","0","3","12",".444","","1.000"
"Kevin Duckworth","POR","19:00","2","3","0","0","2","2","2","2","4","0","1","0","2","3","6",".667","","1.000"
"Tom Chambers","PHO","18:00","4","11","0","1","0","0","2","2","4","1","1","0","4","3","8",".364",".000",""
"Terry Porter","POR","15:00","2","6","0","2","0","0","1","2","3","4","2","1","3","2","4",".333",".000",""
"Tim Hardaway","GSW","12:00","2","7","1","2","0","0","2","1","3","4","2","0","0","1","5",".286",".500",""
"John Stockton","UTA","12:00","1","6","0","1","2","4","0","1","1","2","0","0","0","2","4",".167",".000",".500"
"Team Totals","","240","43","106","4","12","24","31","18","28","46","29","17","8","22","27","114",".406",".333",".774"
