"","","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Shooting","Shooting","Shooting"
"Starters","Tm","MP","FG","FGA","3P","3PA","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","FG%","3P%","FT%"
"Michael Jordan","CHI","32:00","10","18","1","1","2","3","1","5","6","8","3","0","2","0","23",".556","1.000",".667"
"Grant Hill","DET","28:00","7","11","1","1","0","0","0","3","3","5","1","0","0","1","15",".636","1.000",""
"Shawn Kemp","CLE","25:00","5","10","0","1","2","2","2","9","11","2","4","0","4","2","12",".500",".000","1.000"
"Dikembe Mutombo","ATL","19:00","4","5","0","0","1","2","1","6","7","0","0","1","0","3","9",".800","",".500"
"Anfernee Hardaway","ORL","12:00","3","5","0","1","0","0","0","0","0","3","0","0","1","0","6",".600",".000",""
"","","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Shooting","Shooting","Shooting"
"Reserves","Tm","MP","FG","FGA","3P","3PA","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","FG%","3P%","FT%"
"Rik Smits","IND","21:00","3","7","0","0","4","4","2","5","7","4","0","2","0","3","10",".429","","1.000"
"Reggie Miller","IND","20:00","6","8","1","2","1","2","0","0","0","0","1","0","0","2","14",".750",".500",".500"
"Jayson Williams","NJN","19:00","2","3","0","0","0","0","3","7","10","1","0","0","0","2","4",".667","",""
"Tim Hardaway","MIA","17:00","3","8","2","5","0","0","0","1","1","6","0","0","6","0","8",".375",".400",""
"Glen Rice","CHH","16:00","6","14","4","6","0","0","1","0","1","0","0","0","1","0","16",".429",".667",""
"Steve Smith","ATL","16:00","6","12","2","5","0","0","2","1","3","0","0","0","0","0","14",".500",".400",""
"Antoine Walker","BOS","15:00","2","8","0","3","0","0","1","2","3","3","1","0","1","0","4",".250",".000",""
"Team Totals","","240","57","109","11","25","10","13","13","39","52","32","10","3","15","13","135",".523",".440",".769"
