"","","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Shooting","Shooting","Shooting"
"Starters","Tm","MP","FG","FGA","3P","3PA","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","FG%","3P%","FT%"
"Jermaine O'Neal","IND","27:42","7","13","0","0","2","4","2","7","9","2","1","0","2","0","16",".538","",".500"
"Allen Iverson","PHI","23:12","1","6","0","0","1","4","0","1","1","11","0","0","4","3","3",".167","",".250"
"Ben Wallace","DET","22:15","2","5","0","1","0","0","2","5","7","0","3","1","0","0","4",".400",".000",""
"Tracy McGrady","ORL","21:54","5","11","1","6","2","4","1","3","4","3","0","0","1","0","13",".455",".167",".500"
"Vince Carter","TOR","15:50","5","7","1","3","0","0","1","1","2","0","2","0","2","1","11",".714",".333",""
"","","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Shooting","Shooting","Shooting"
"Reserves","Tm","MP","FG","FGA","3P","3PA","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","FG%","3P%","FT%"
"Kenyon Martin","NJN","24:05","8","10","0","0","1","2","4","3","7","3","0","0","3","1","17",".800","",".500"
"Jason Kidd","NJN","21:56","4","6","3","4","3","4","0","3","3","10","2","0","3","1","14",".667",".750",".750"
"Jamaal Magloire","NOH","21:44","9","16","0","0","1","2","3","5","8","0","1","1","1","2","19",".563","",".500"
"Metta World Peace","IND","16:59","3","5","0","1","1","2","1","2","3","3","1","0","1","2","7",".600",".000",".500"
"Baron Davis","NOH","15:35","3","9","1","6","0","0","0","0","0","7","1","0","1","0","7",".333",".167",""
"Michael Redd","MIL","14:48","5","12","3","6","0","0","2","1","3","2","3","0","1","0","13",".417",".500",""
"Paul Pierce","BOS","14:00","4","8","0","1","0","0","0","1","1","2","1","0","1","2","8",".500",".000",""
"Team Totals","","240","56","108","9","28","11","22","16","32","48","43","15","2","20","12","132",".519",".321",".500"
