"","","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Shooting","Shooting","Shooting"
"Starters","Tm","MP","FG","FGA","3P","3PA","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","FG%","3P%","FT%"
"Isiah Thomas","DET","39:00","9","17","0","2","3","3","2","3","5","15","4","0","6","4","21",".529",".000","1.000"
"Julius Erving","PHI","36:00","14","22","0","0","6","8","4","4","8","5","2","2","1","4","34",".636","",".750"
"Larry Bird","BOS","33:00","6","18","0","0","4","4","1","6","7","3","2","0","2","1","16",".333","","1.000"
"Robert Parish","BOS","28:00","5","11","0","0","2","4","4","11","15","2","3","0","4","1","12",".455","",".500"
"Sidney Moncrief","MIL","26:00","3","6","0","0","2","2","1","4","5","2","5","0","4","3","8",".500","","1.000"
"","","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Shooting","Shooting","Shooting"
"Reserves","Tm","MP","FG","FGA","3P","3PA","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","FG%","3P%","FT%"
"Bernard King","NYK","22:00","8","13","0","0","2","5","2","1","3","4","0","0","0","2","18",".615","",".400"
"Andrew Toney","PHI","22:00","6","11","0","0","1","1","0","0","0","3","2","0","0","0","13",".545","","1.000"
"Bill Laimbeer","DET","17:00","6","8","0","0","1","1","1","4","5","0","1","2","0","3","13",".750","","1.000"
"Jeff Ruland","WSB","13:00","2","3","0","0","2","2","1","3","4","2","1","0","2","2","6",".667","","1.000"
"Otis Birdsong","NJN","12:00","1","5","0","0","0","0","2","1","3","1","0","0","0","1","2",".200","",""
"Kevin McHale","BOS","11:00","3","7","0","0","4","6","2","3","5","0","0","0","2","1","10",".429","",".667"
"Kelly Tripucka","DET","6:00","0","0","0","0","1","2","0","0","0","2","1","0","2","1","1","","",".500"
"Team Totals","","265","63","121","0","2","28","38","20","40","60","39","21","4","23","23","154",".521",".000",".737"
