"","","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Shooting","Shooting","Shooting"
"Starters","Tm","MP","FG","FGA","3P","3PA","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","FG%","3P%","FT%"
"John Stockton","UTA","32:00","5","6","1","1","0","0","0","2","2","17","5","0","12","4","11",".833","1.000",""
"Alex English","DEN","29:00","8","13","0","0","0","0","1","2","3","4","2","0","3","0","16",".615","",""
"Karl Malone","UTA","26:00","12","17","0","0","4","6","4","5","9","3","2","0","2","3","28",".706","",".667"
"Dale Ellis","SEA","26:00","12","16","1","1","2","2","3","3","6","2","0","0","2","2","27",".750","1.000","1.000"
"Hakeem Olajuwon","HOU","25:00","5","12","0","0","2","3","4","3","7","3","3","2","3","2","12",".417","",".667"
"","","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Shooting","Shooting","Shooting"
"Reserves","Tm","MP","FG","FGA","3P","3PA","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","FG%","3P%","FT%"
"Clyde Drexler","POR","25:00","7","19","0","0","0","0","6","6","12","4","2","0","6","3","14",".368","",""
"James Worthy","LAL","18:00","4","7","0","1","0","0","0","2","2","2","2","0","0","0","8",".571",".000",""
"Tom Chambers","PHO","16:00","4","8","0","0","6","6","2","3","5","1","0","0","2","3","14",".500","","1.000"
"Chris Mullin","GSW","14:00","1","4","0","0","2","2","2","0","2","2","0","0","1","0","4",".250","","1.000"
"Kareem Abdul-Jabbar","LAL","13:00","1","6","0","1","2","2","0","3","3","0","0","2","0","3","4",".167",".000","1.000"
"Mark Eaton","UTA","9:00","0","0","0","0","0","0","0","5","5","0","0","2","0","1","0","","",""
"Kevin Duckworth","POR","7:00","2","5","0","0","1","2","1","0","1","0","0","0","0","2","5",".400","",".500"
"Team Totals","","240","61","113","2","4","19","23","23","34","57","38","16","6","31","23","143",".540",".500",".826"
