"","","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Shooting","Shooting","Shooting"
"Starters","Tm","MP","FG","FGA","3P","3PA","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","FG%","3P%","FT%"
"George Gervin","SAS","27:00","5","14","0","0","2","2","1","5","6","1","3","3","0","3","12",".357","","1.000"
"Gus Williams","SEA","26:00","9","19","0","1","4","4","2","0","2","9","1","0","2","1","22",".474",".000","1.000"
"Kareem Abdul-Jabbar","LAL","22:00","1","10","0","0","0","0","1","2","3","1","0","2","1","3","2",".100","",""
"Adrian Dantley","UTA","21:00","6","8","0","0","0","1","1","1","2","0","0","0","1","2","12",".750","",".000"
"Lonnie Shelton","SEA","20:00","3","3","0","0","1","2","4","5","9","1","1","0","2","4","7","1.000","",".500"
"","","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Shooting","Shooting","Shooting"
"Reserves","Tm","MP","FG","FGA","3P","3PA","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","FG%","3P%","FT%"
"Magic Johnson","LAL","23:00","5","9","0","0","6","7","3","1","4","7","0","0","1","5","16",".556","",".857"
"Jack Sikma","SEA","21:00","5","11","0","0","0","0","2","7","9","1","2","1","0","2","10",".455","",""
"Moses Malone","HOU","20:00","5","11","0","0","2","6","5","6","11","0","1","1","3","2","12",".455","",".333"
"Norm Nixon","LAL","19:00","7","14","0","0","0","0","0","0","0","2","1","0","0","0","14",".500","",""
"Dennis Johnson","PHO","15:00","0","2","0","0","1","2","2","3","5","1","0","2","3","1","1",".000","",".500"
"Bernard King","GSW","14:00","2","7","0","0","2","2","0","4","4","1","3","1","2","2","6",".286","","1.000"
"Alex English","DEN","12:00","2","6","0","0","0","0","2","3","5","1","1","0","1","2","4",".333","",""
"Team Totals","","240","50","114","0","1","18","26","23","37","60","25","13","10","16","27","118",".439",".000",".692"
