"","","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Shooting","Shooting","Shooting"
"Starters","Tm","MP","FG","FGA","3P","3PA","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","FG%","3P%","FT%"
"Moses Malone","WSB","35:00","11","19","0","0","5","6","7","11","18","2","2","1","1","4","27",".579","",".833"
"Larry Bird","BOS","35:00","7","18","0","3","4","4","2","4","6","5","2","0","2","5","18",".389",".000","1.000"
"Julius Erving","PHI","33:00","9","13","1","1","3","3","3","1","4","5","1","1","2","3","22",".692","1.000","1.000"
"Michael Jordan","CHI","28:00","5","12","0","1","1","2","0","0","0","4","2","0","5","2","11",".417",".000",".500"
"Dominique Wilkins","ATL","24:00","3","9","0","0","4","7","3","2","5","1","0","1","2","2","10",".333","",".571"
"","","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Shooting","Shooting","Shooting"
"Reserves","Tm","MP","FG","FGA","3P","3PA","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","FG%","3P%","FT%"
"Kevin McHale","BOS","30:00","7","11","0","0","2","2","4","3","7","2","0","4","0","5","16",".636","","1.000"
"Isiah Thomas","DET","24:00","4","6","0","0","8","9","2","1","3","9","0","0","5","3","16",".667","",".889"
"Charles Barkley","PHI","16:00","2","6","0","2","3","6","1","3","4","1","1","0","0","2","7",".333",".000",".500"
"Jeff Malone","WSB","13:00","3","5","0","1","0","0","1","1","2","2","0","0","1","1","6",".600",".000",""
"Bill Laimbeer","DET","11:00","4","7","0","0","0","0","0","2","2","1","1","0","0","2","8",".571","",""
"Maurice Cheeks","PHI","8:00","1","2","0","0","2","2","0","0","0","0","1","0","1","1","4",".500","","1.000"
"Robert Parish","BOS","8:00","2","3","0","0","0","0","0","3","3","0","0","1","0","1","4",".667","",""
"Team Totals","","265","58","111","1","8","32","41","23","31","54","32","10","8","19","31","149",".523",".125",".780"
