"","","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Shooting","Shooting","Shooting"
"Starters","Tm","MP","FG","FGA","3P","3PA","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","FG%","3P%","FT%"
"Isiah Thomas","DET","29:00","9","14","0","0","1","1","3","1","4","7","4","0","5","0","19",".643","","1.000"
"Larry Bird","BOS","29:00","7","14","0","1","0","0","3","10","13","7","2","0","5","4","14",".500",".000",""
"Julius Erving","PHI","28:00","11","19","0","0","3","3","3","3","6","3","1","2","2","1","25",".579","","1.000"
"Moses Malone","PHI","24:00","3","8","0","0","4","6","2","6","8","3","0","1","1","1","10",".375","",".667"
"Maurice Cheeks","PHI","18:00","3","8","0","0","0","0","0","1","1","1","0","0","0","0","6",".375","",""
"","","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Shooting","Shooting","Shooting"
"Reserves","Tm","MP","FG","FGA","3P","3PA","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","FG%","3P%","FT%"
"Sidney Moncrief","MIL","23:00","8","14","0","0","4","5","3","2","5","4","6","1","1","1","20",".571","",".800"
"Marques Johnson","MIL","20:00","3","10","0","0","1","2","2","0","2","2","0","1","0","1","7",".300","",".500"
"Buck Williams","NJN","19:00","3","4","0","0","2","4","3","4","7","1","1","0","0","0","8",".750","",".500"
"Robert Parish","BOS","18:00","5","6","0","0","3","4","0","3","3","0","1","1","1","2","13",".833","",".750"
"Andrew Toney","PHI","18:00","4","5","0","1","0","0","0","1","1","7","2","0","4","3","8",".800",".000",""
"Reggie Theus","CHI","8:00","0","5","0","0","0","0","1","0","1","1","0","0","2","1","0",".000","",""
"Bill Laimbeer","DET","6:00","1","1","0","0","0","0","1","0","1","0","0","0","1","1","2","1.000","",""
"Team Totals","","240","57","108","0","2","18","25","21","31","52","36","17","6","22","15","132",".528",".000",".720"
