"","","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Shooting","Shooting","Shooting"
"Starters","Tm","MP","FG","FGA","3P","3PA","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","FG%","3P%","FT%"
"Allen Iverson","PHI","25:00","2","9","0","0","1","2","1","3","4","3","0","0","2","0","5",".222","",".500"
"Michael Jordan","WAS","22:00","4","13","0","0","0","0","0","4","4","3","2","0","1","1","8",".308","",""
"Dikembe Mutombo","PHI","21:00","3","5","0","0","2","2","6","4","10","0","0","1","2","0","8",".600","","1.000"
"Jason Kidd","NJN","18:00","1","2","0","1","0","0","0","1","1","3","1","0","1","0","2",".500",".000",""
"Antoine Walker","BOS","16:00","3","8","2","4","0","0","0","2","2","1","1","0","2","1","8",".375",".500",""
"","","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Shooting","Shooting","Shooting"
"Reserves","Tm","MP","FG","FGA","3P","3PA","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","FG%","3P%","FT%"
"Ray Allen","MIL","25:00","6","17","3","10","0","0","1","2","3","5","3","0","1","3","15",".353",".300",""
"Tracy McGrady","ORL","23:00","9","15","2","4","4","4","2","1","3","4","3","0","1","1","24",".600",".500","1.000"
"Paul Pierce","BOS","23:00","9","18","1","6","0","0","3","4","7","3","1","0","0","1","19",".500",".167",""
"Shareef Abdur-Rahim","ATL","21:00","4","4","1","1","0","0","1","5","6","0","0","0","0","2","9","1.000","1.000",""
"Jermaine O'Neal","IND","17:00","2","5","0","0","3","4","0","7","7","0","0","0","1","1","7",".400","",".750"
"Alonzo Mourning","MIA","16:00","6","7","0","0","1","1","1","2","3","2","0","2","1","1","13",".857","","1.000"
"Baron Davis","CHH","13:00","1","5","0","3","0","0","0","1","1","5","0","0","3","1","2",".200",".000",""
"Team Totals","","240","50","108","9","29","11","13","15","36","51","29","11","3","15","12","120",".463",".310",".846"
