"","","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Shooting","Shooting","Shooting"
"Starters","Tm","MP","FG","FGA","3P","3PA","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","FG%","3P%","FT%"
"Hakeem Olajuwon","HOU","30:00","8","15","0","0","3","6","4","7","11","2","2","5","3","4","19",".533","",".500"
"Mitch Richmond","SAC","24:00","5","16","0","0","0","0","0","2","2","3","0","0","2","0","10",".313","",""
"Shawn Kemp","SEA","22:00","3","11","0","0","0","0","6","6","12","4","0","3","6","4","6",".273","",""
"Karl Malone","UTA","21:00","3","9","0","0","0","0","3","4","7","2","1","0","1","2","6",".333","",""
"Clyde Drexler","POR","15:00","3","7","0","2","0","0","0","3","3","1","1","1","1","1","6",".429",".000",""
"","","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Shooting","Shooting","Shooting"
"Reserves","Tm","MP","FG","FGA","3P","3PA","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","FG%","3P%","FT%"
"John Stockton","UTA","26:00","6","10","1","1","0","0","1","4","5","10","1","0","4","2","13",".600","1.000",""
"David Robinson","SAS","21:00","6","13","0","0","7","10","3","2","5","0","0","2","1","2","19",".462","",".700"
"Clifford Robinson","POR","18:00","5","8","0","1","0","0","1","1","2","5","1","0","0","0","10",".625",".000",""
"Danny Manning","LAC","17:00","4","7","0","0","0","0","0","4","4","2","0","1","0","4","8",".571","",""
"Gary Payton","SEA","17:00","3","4","0","0","0","0","2","4","6","9","0","0","0","2","6",".750","",""
"Latrell Sprewell","GSW","15:00","3","8","0","2","3","7","4","3","7","1","0","0","2","1","9",".375",".000",".429"
"Kevin Johnson","PHO","14:00","3","6","0","0","0","1","0","1","1","2","1","0","2","1","6",".500","",".000"
"Team Totals","","240","52","114","1","6","13","24","24","41","65","41","7","12","22","23","118",".456",".167",".542"
