"","","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Shooting","Shooting","Shooting"
"Starters","Tm","MP","FG","FGA","3P","3PA","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","FG%","3P%","FT%"
"Anfernee Hardaway","ORL","31:00","4","9","0","2","4","6","4","1","5","11","0","0","3","1","12",".444",".000",".667"
"Scottie Pippen","CHI","30:00","5","15","2","6","0","0","0","7","7","3","2","1","4","1","12",".333",".333",""
"Shaquille O'Neal","ORL","26:00","9","16","0","1","4","7","4","3","7","1","3","2","2","2","22",".563",".000",".571"
"Reggie Miller","IND","23:00","3","9","3","6","0","0","0","0","0","2","1","1","1","0","9",".333",".500",""
"Grant Hill","DET","20:00","5","8","0","0","0","4","0","0","0","3","2","0","1","2","10",".625","",".000"
"","","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Shooting","Shooting","Shooting"
"Reserves","Tm","MP","FG","FGA","3P","3PA","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","FG%","3P%","FT%"
"Patrick Ewing","NYK","22:00","4","7","0","0","2","2","0","3","3","1","1","0","5","3","10",".571","","1.000"
"Joe Dumars","DET","21:00","5","8","1","2","0","0","0","0","0","6","1","0","1","1","11",".625",".500",""
"Larry Johnson","CHH","20:00","2","3","1","1","2","2","1","3","4","2","0","0","1","0","7",".667","1.000","1.000"
"Alonzo Mourning","CHH","19:00","4","9","0","1","2","3","0","8","8","1","0","1","1","5","10",".444",".000",".667"
"Dana Barros","PHI","11:00","2","5","1","3","0","0","0","1","1","3","0","0","0","0","5",".400",".333",""
"Vin Baker","MIL","11:00","0","2","0","0","2","4","2","0","2","0","0","1","1","1","2",".000","",".500"
"Tyrone Hill","CLE","6:00","1","1","0","0","0","0","2","2","4","0","0","0","0","1","2","1.000","",""
"Team Totals","","240","44","92","8","22","16","28","13","28","41","33","10","6","20","17","112",".478",".364",".571"
