"","","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Shooting","Shooting","Shooting"
"Starters","Tm","MP","FG","FGA","3P","3PA","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","FG%","3P%","FT%"
"Marques Johnson","MIL","34:00","1","6","0","0","2","2","1","3","4","1","1","1","0","2","4",".167","","1.000"
"Adrian Dantley","UTA","30:00","8","15","0","0","7","8","4","1","5","2","2","0","2","1","23",".533","",".875"
"Kareem Abdul-Jabbar","LAL","30:00","6","17","0","0","5","6","5","11","16","9","0","6","9","5","17",".353","",".833"
"Magic Johnson","LAL","24:00","5","8","0","1","2","2","2","0","2","4","3","2","2","3","12",".625",".000","1.000"
"World B. Free","SDC","21:00","7","13","0","0","0","1","1","2","3","5","0","1","5","1","14",".538","",".000"
"","","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Shooting","Shooting","Shooting"
"Reserves","Tm","MP","FG","FGA","3P","3PA","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","FG%","3P%","FT%"
"Jack Sikma","SEA","28:00","4","10","0","1","0","0","2","6","8","4","2","3","1","5","8",".400",".000",""
"Paul Westphal","PHO","27:00","8","14","0","2","5","6","1","0","1","5","2","1","3","5","21",".571",".000",".833"
"Walter Davis","PHO","23:00","5","10","0","0","2","2","2","2","4","2","4","0","3","2","12",".500","","1.000"
"Dennis Johnson","SEA","20:00","7","13","0","0","5","6","2","2","4","1","2","1","2","3","19",".538","",".833"
"Kermit Washington","POR","14:00","1","6","0","0","2","4","4","4","8","1","0","1","1","4","4",".167","",".500"
"Otis Birdsong","KCK","14:00","1","2","0","0","0","0","0","0","0","0","1","0","1","1","2",".500","",""
"Team Totals","","265","53","114","0","4","30","37","24","31","55","34","17","16","29","32","136",".465",".000",".811"
