"","","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Shooting","Shooting","Shooting"
"Starters","Tm","MP","FG","FGA","3P","3PA","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","FG%","3P%","FT%"
"Michael Jordan","CHI","33:00","13","23","0","1","2","4","1","1","2","3","5","0","4","1","28",".565",".000",".500"
"Isiah Thomas","DET","33:00","7","13","1","3","4","6","1","1","2","14","4","0","6","2","19",".538",".333",".667"
"Charles Barkley","PHI","20:00","6","11","0","0","5","8","3","2","5","0","2","1","1","0","17",".545","",".625"
"Moses Malone","ATL","19:00","3","9","0","0","3","3","4","4","8","0","1","1","1","1","9",".333","","1.000"
"Dominique Wilkins","ATL","15:00","3","8","0","0","3","3","1","1","2","0","3","0","2","0","9",".375","","1.000"
"","","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Shooting","Shooting","Shooting"
"Reserves","Tm","MP","FG","FGA","3P","3PA","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","FG%","3P%","FT%"
"Mark Price","CLE","20:00","3","9","1","4","2","2","1","2","3","1","2","0","2","2","9",".333",".250","1.000"
"Terry Cummings","MIL","19:00","4","9","0","0","2","2","2","3","5","1","3","1","0","4","10",".444","","1.000"
"Larry Nance","CLE","17:00","5","9","0","0","0","0","3","3","6","1","1","1","0","1","10",".556","",""
"Patrick Ewing","NYK","17:00","2","8","0","0","0","4","1","5","6","2","1","2","3","2","4",".250","",".000"
"Kevin McHale","BOS","16:00","5","7","0","0","0","0","1","2","3","0","0","2","1","3","10",".714","",""
"Mark Jackson","NYK","16:00","3","5","1","1","2","4","1","1","2","4","1","1","2","1","9",".600","1.000",".500"
"Brad Daugherty","CLE","15:00","0","3","0","0","0","0","2","1","3","0","1","0","1","0","0",".000","",""
"Team Totals","","240","54","114","3","9","23","36","21","26","47","26","24","9","23","17","134",".474",".333",".639"
