"","","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Shooting","Shooting","Shooting"
"Starters","Tm","MP","FG","FGA","3P","3PA","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","FG%","3P%","FT%"
"Magic Johnson","LAL","29:00","9","12","3","3","4","4","3","2","5","9","2","0","7","0","25",".750","1.000","1.000"
"Clyde Drexler","POR","28:00","10","15","2","4","0","0","2","7","9","6","0","2","1","2","22",".667",".500",""
"Chris Mullin","GSW","24:00","6","7","1","1","0","0","0","1","1","3","0","0","1","0","13",".857","1.000",""
"Karl Malone","UTA","19:00","5","7","0","0","1","2","0","7","7","3","1","1","1","1","11",".714","",".500"
"David Robinson","SAS","18:00","7","9","0","0","5","8","1","4","5","2","3","1","0","3","19",".778","",".625"
"","","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Shooting","Shooting","Shooting"
"Reserves","Tm","MP","FG","FGA","3P","3PA","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","FG%","3P%","FT%"
"Jeff Hornacek","PHO","24:00","5","7","1","2","0","0","1","1","2","3","1","0","0","0","11",".714",".500",""
"Tim Hardaway","GSW","20:00","5","10","2","5","2","2","0","0","0","7","1","0","2","2","14",".500",".400","1.000"
"Hakeem Olajuwon","HOU","20:00","3","6","0","0","1","2","0","4","4","2","2","1","3","3","7",".500","",".500"
"John Stockton","UTA","18:00","5","8","2","3","0","0","0","1","1","5","3","0","3","2","12",".625",".667",""
"James Worthy","LAL","14:00","4","7","0","0","1","2","0","4","4","1","1","0","0","0","9",".571","",".500"
"Dan Majerle","PHO","12:00","2","5","0","2","0","0","0","3","3","2","0","0","1","0","4",".400",".000",""
"Dikembe Mutombo","DEN","10:00","2","4","0","0","0","0","1","1","2","1","1","0","2","0","4",".500","",""
"Otis Thorpe","HOU","4:00","1","1","0","0","0","0","0","0","0","0","0","0","0","0","2","1.000","",""
"Team Totals","","240","64","98","11","20","14","20","8","35","43","44","15","5","21","13","153",".653",".550",".700"
