"","","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Shooting","Shooting","Shooting"
"Starters","Tm","MP","FG","FGA","3P","3PA","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","FG%","3P%","FT%"
"Shawn Kemp","SEA","22:00","6","12","0","2","1","2","2","2","4","1","0","1","3","4","13",".500",".000",".500"
"Jason Kidd","DAL","22:00","3","4","1","2","0","0","2","4","6","10","2","0","2","1","7",".750",".500",""
"Clyde Drexler","HOU","19:00","5","8","1","4","0","0","0","2","2","3","3","0","3","0","11",".625",".250",""
"Charles Barkley","PHO","16:00","4","6","0","0","0","0","0","0","0","1","0","0","2","1","8",".667","",""
"Hakeem Olajuwon","HOU","14:00","2","8","0","0","0","0","1","2","3","0","0","0","0","2","4",".250","",""
"","","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Shooting","Shooting","Shooting"
"Reserves","Tm","MP","FG","FGA","3P","3PA","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","FG%","3P%","FT%"
"Gary Payton","SEA","28:00","6","10","0","1","6","6","3","2","5","5","5","0","6","1","18",".600",".000","1.000"
"Mitch Richmond","SAC","25:00","3","10","0","3","1","2","0","2","2","2","1","0","2","0","7",".300",".000",".500"
"David Robinson","SAS","23:00","8","13","0","0","2","2","6","5","11","2","2","2","1","4","18",".615","","1.000"
"Sean Elliott","SAS","22:00","5","12","2","6","1","1","2","3","5","2","0","0","2","4","13",".417",".333","1.000"
"Karl Malone","UTA","20:00","2","6","0","0","7","8","0","9","9","2","1","0","1","1","11",".333","",".875"
"John Stockton","UTA","18:00","2","9","0","7","0","0","0","1","1","3","0","0","1","2","4",".222",".000",""
"Dikembe Mutombo","DEN","11:00","2","4","0","0","0","0","6","3","9","0","0","0","3","3","4",".500","",""
"Team Totals","","240","48","102","4","25","18","21","22","35","57","31","14","3","26","23","118",".471",".160",".857"
