"","","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Shooting","Shooting","Shooting"
"Starters","Tm","MP","FG","FGA","3P","3PA","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","FG%","3P%","FT%"
"George Gervin","SAS","40:00","14","26","0","0","6","9","4","6","10","3","3","0","3","2","34",".538","",".667"
"Eddie Johnson","ATL","32:00","11","16","0","0","0","0","1","0","1","7","6","0","2","2","22",".688","",""
"Moses Malone","HOU","31:00","7","12","0","0","6","12","6","6","12","2","1","2","5","4","20",".583","",".500"
"Julius Erving","PHI","20:00","4","12","0","0","3","4","2","3","5","2","2","1","2","5","11",".333","",".750"
"John Drew","ATL","15:00","0","4","0","0","4","5","1","2","3","0","2","0","3","5","4",".000","",".800"
"","","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Shooting","Shooting","Shooting"
"Reserves","Tm","MP","FG","FGA","3P","3PA","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","FG%","3P%","FT%"
"Elvin Hayes","WSB","29:00","5","10","0","0","2","2","2","3","5","4","1","4","3","5","12",".500","","1.000"
"Dan Roundfield","ATL","27:00","7","15","0","0","4","9","9","4","13","0","1","2","3","2","18",".467","",".444"
"Larry Bird","BOS","23:00","3","6","1","2","0","0","3","3","6","7","1","0","3","1","7",".500",".500",""
"Tiny Archibald","BOS","21:00","0","8","0","0","2","3","1","2","3","6","2","0","2","1","2",".000","",".667"
"Bill Cartwright","NYK","14:00","4","8","0","0","0","0","1","2","3","1","0","0","2","1","8",".500","",""
"Micheal Ray Richardson","NYK","13:00","3","7","0","0","0","0","1","0","1","2","1","0","2","2","6",".429","",""
"Team Totals","","265","58","124","1","2","27","44","31","31","62","34","20","9","30","30","144",".468",".500",".614"
