"","","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Shooting","Shooting","Shooting"
"Starters","Tm","MP","FG","FGA","3P","3PA","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","FG%","3P%","FT%"
"Kobe Bryant","LAL","35:21","9","12","2","3","0","1","1","3","4","4","5","1","6","3","20",".750",".667",".000"
"Kevin Garnett","MIN","28:52","6","14","0","1","0","0","3","4","7","6","2","1","1","0","12",".429",".000",""
"Tim Duncan","SAS","26:02","6","11","0","0","2","4","2","11","13","5","1","0","2","2","14",".545","",".500"
"Steve Francis","HOU","23:06","6","9","1","2","0","0","1","3","4","4","0","0","1","1","13",".667",".500",""
"Yao Ming","HOU","18:39","8","14","0","2","0","0","2","2","4","1","0","0","0","2","16",".571",".000",""
"","","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Shooting","Shooting","Shooting"
"Reserves","Tm","MP","FG","FGA","3P","3PA","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","FG%","3P%","FT%"
"Ray Allen","SEA","23:44","6","13","1","4","3","4","2","1","3","4","1","0","3","2","16",".462",".250",".750"
"Shaquille O'Neal","LAL","23:31","12","19","0","0","0","1","5","6","11","1","2","2","4","3","24",".632","",".000"
"Sam Cassell","MIN","13:49","2","3","0","0","0","0","0","1","1","7","1","0","1","0","4",".667","",""
"Peja Stojaković","SAC","13:24","2","5","1","4","0","0","0","1","1","1","0","0","2","0","5",".400",".250",""
"Dirk Nowitzki","DAL","13:24","1","3","0","1","0","0","0","0","0","1","2","0","2","0","2",".333",".000",""
"Andrei Kirilenko","UTA","10:30","1","3","0","1","0","0","0","1","1","1","0","1","0","0","2",".333",".000",""
"Brad Miller","SAC","9:38","4","5","0","0","0","0","1","1","2","0","0","0","2","0","8",".800","",""
"Team Totals","","240","63","111","5","18","5","10","17","34","51","35","14","5","24","13","136",".568",".278",".500"
