"","","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Shooting","Shooting","Shooting"
"Starters","Tm","MP","FG","FGA","3P","3PA","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","FG%","3P%","FT%"
"Allen Iverson","PHI","41:00","13","23","1","3","8","9","3","2","5","7","5","0","6","2","35",".565",".333",".889"
"Tracy McGrady","ORL","36:00","10","17","4","7","5","6","1","4","5","2","0","0","1","3","29",".588",".571",".833"
"Michael Jordan","WAS","36:00","9","27","0","2","2","2","2","3","5","2","2","0","2","3","20",".333",".000","1.000"
"Jermaine O'Neal","IND","33:00","3","10","0","0","4","6","4","6","10","0","2","4","2","2","10",".300","",".667"
"Ben Wallace","DET","24:00","1","2","0","0","0","2","4","2","6","0","2","2","2","1","2",".500","",".000"
"","","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Shooting","Shooting","Shooting"
"Reserves","Tm","MP","FG","FGA","3P","3PA","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","FG%","3P%","FT%"
"Jason Kidd","NJN","33:00","4","9","1","4","2","2","1","4","5","10","5","0","2","0","11",".444",".250","1.000"
"Vince Carter","TOR","25:00","4","9","1","1","0","0","1","0","1","2","0","0","1","1","9",".444","1.000",""
"Paul Pierce","BOS","18:00","4","11","0","5","0","0","0","2","2","3","4","0","2","1","8",".364",".000",""
"Brad Miller","IND","17:00","2","4","0","0","1","2","3","3","6","3","0","0","2","2","5",".500","",".500"
"Jamal Mashburn","NOH","14:00","4","7","2","2","0","0","0","4","4","2","2","0","0","0","10",".571","1.000",""
"Antoine Walker","BOS","9:00","2","4","1","3","1","2","0","1","1","0","0","0","1","0","6",".500",".333",".500"
"Zydrunas Ilgauskas","CLE","4:00","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0",".000","",""
"Team Totals","","290","56","124","10","27","23","31","19","31","50","31","22","6","22","16","145",".452",".370",".742"
