"","","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Shooting","Shooting","Shooting"
"Starters","Tm","MP","FG","FGA","3P","3PA","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","FG%","3P%","FT%"
"Hakeem Olajuwon","HOU","31:00","2","14","0","0","4","10","9","7","16","2","1","1","4","1","8",".143","",".400"
"Magic Johnson","LAL","25:00","9","15","4","6","0","0","1","5","6","4","0","1","3","1","22",".600",".667",""
"James Worthy","LAL","19:00","1","11","0","0","0","0","3","1","4","0","1","0","1","1","2",".091","",""
"John Stockton","UTA","15:00","1","4","0","1","0","0","0","0","0","6","1","1","3","1","2",".250",".000",""
"A.C. Green","LAL","12:00","0","3","0","0","0","0","0","3","3","1","0","1","1","1","0",".000","",""
"","","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Shooting","Shooting","Shooting"
"Reserves","Tm","MP","FG","FGA","3P","3PA","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","FG%","3P%","FT%"
"David Robinson","SAS","25:00","7","12","0","0","1","2","2","8","10","1","2","1","1","1","15",".583","",".500"
"Fat Lever","DEN","22:00","7","13","0","2","2","2","0","3","3","2","2","0","0","0","16",".538",".000","1.000"
"Tom Chambers","PHO","21:00","8","12","0","1","5","7","2","1","3","1","1","0","3","0","21",".667",".000",".714"
"Rolando Blackman","DAL","21:00","7","9","0","0","1","1","1","1","2","2","2","0","2","1","15",".778","","1.000"
"Clyde Drexler","POR","19:00","2","6","1","1","2","2","4","0","4","2","1","1","1","1","7",".333","1.000","1.000"
"Chris Mullin","GSW","16:00","1","5","0","0","1","2","1","2","3","1","2","1","1","0","3",".200","",".500"
"Kevin Johnson","PHO","14:00","1","1","0","0","0","0","0","0","0","4","0","0","3","2","2","1.000","",""
"Team Totals","","240","46","105","5","11","16","26","23","31","54","26","13","7","23","10","113",".438",".455",".615"
