"","","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Shooting","Shooting","Shooting"
"Starters","Tm","MP","FG","FGA","3P","3PA","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","FG%","3P%","FT%"
"Moses Malone","PHI","33:00","2","10","0","0","3","6","5","7","12","1","0","0","3","4","7",".200","",".500"
"Larry Bird","BOS","31:00","8","16","0","1","5","6","5","3","8","2","0","1","4","3","21",".500",".000",".833"
"Isiah Thomas","DET","25:00","9","14","3","4","1","1","1","1","2","5","2","0","1","2","22",".643",".750","1.000"
"Julius Erving","PHI","23:00","5","15","0","0","2","2","2","2","4","3","1","0","1","3","12",".333","","1.000"
"Michael Jordan","CHI","22:00","2","9","0","1","3","4","3","3","6","2","3","1","1","4","7",".222",".000",".750"
"","","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Shooting","Shooting","Shooting"
"Reserves","Tm","MP","FG","FGA","3P","3PA","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","FG%","3P%","FT%"
"Bernard King","NYK","22:00","6","10","0","0","1","2","4","3","7","1","0","0","1","5","13",".600","",".500"
"Sidney Moncrief","MIL","22:00","1","5","0","0","6","6","2","3","5","4","0","0","2","1","8",".200","","1.000"
"Terry Cummings","MIL","16:00","7","17","0","0","3","4","4","3","7","0","0","1","0","1","17",".412","",".750"
"Micheal Ray Richardson","NJN","13:00","2","8","0","2","1","2","2","0","2","1","2","0","2","3","5",".250",".000",".500"
"Dennis Johnson","BOS","12:00","3","7","0","0","2","2","1","5","6","3","0","0","1","2","8",".429","","1.000"
"Bill Laimbeer","DET","11:00","2","4","0","0","1","2","1","2","3","1","0","0","0","1","5",".500","",".500"
"Robert Parish","BOS","10:00","2","5","0","0","0","0","3","3","6","1","0","0","0","0","4",".400","",""
"Team Totals","","240","49","120","3","8","28","37","33","35","68","24","8","3","16","29","129",".408",".375",".757"
