"","","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Shooting","Shooting","Shooting"
"Starters","Tm","MP","FG","FGA","3P","3PA","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","FG%","3P%","FT%"
"Hakeem Olajuwon","HOU","25:00","6","13","1","1","0","2","4","7","11","1","2","2","3","2","13",".462","1.000",".000"
"Charles Barkley","PHO","23:00","7","12","1","4","0","0","5","4","9","2","2","0","2","1","15",".583",".250",""
"Shawn Kemp","SEA","23:00","4","6","0","0","5","6","0","2","2","2","1","0","4","5","13",".667","",".833"
"Latrell Sprewell","GSW","22:00","4","9","0","2","1","1","2","2","4","4","3","0","1","0","9",".444",".000","1.000"
"Dan Majerle","PHO","20:00","4","12","2","7","0","0","1","4","5","3","0","0","0","1","10",".333",".286",""
"","","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Totals","Shooting","Shooting","Shooting"
"Reserves","Tm","MP","FG","FGA","3P","3PA","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","FG%","3P%","FT%"
"Gary Payton","SEA","23:00","3","10","0","3","0","0","3","2","5","15","3","0","3","1","6",".300",".000",""
"Mitch Richmond","SAC","22:00","10","13","3","3","0","0","3","1","4","2","0","0","0","0","23",".769","1.000",""
"Dikembe Mutombo","DEN","20:00","6","8","0","0","0","0","3","5","8","1","0","4","0","3","12",".750","",""
"Detlef Schrempf","SEA","18:00","4","11","1","4","0","0","0","4","4","5","0","0","0","2","9",".364",".250",""
"Karl Malone","UTA","16:00","6","6","0","0","3","4","0","3","3","1","0","0","1","0","15","1.000","",".750"
"David Robinson","SAS","14:00","3","5","0","0","4","6","0","3","3","2","2","1","1","2","10",".600","",".667"
"John Stockton","UTA","14:00","2","6","0","3","0","0","1","0","1","6","2","0","0","0","4",".333",".000",""
"Team Totals","","240","59","111","8","27","13","19","22","37","59","44","15","7","15","17","139",".532",".296",".684"
